,year,month,type,sex,age,fatal,area,location,sum,latitude,longitude,link
766,1953,4,unclear,Missing,unknown,No,new south wales,1.5 miles off shore,1.0,-26.6597181,150.1855617,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.04.07-16-ft-launch.pdf
767,1953,3,unprovoked,Male,23,No,new south wales,"long reef, collaroy",1.0,-33.74198,151.3171101,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.03.22-Scheidl.pdf
768,1953,3,unprovoked,Male,unknown,No,south australia,"schnapper rock, kirton point",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.03.19.R-Leech.pdf
769,1953,2,unprovoked,Male,25,No,new south wales,cave at shell harbour,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.02.15-Gallagher.pdf
770,1953,2,unprovoked,Male,unknown,No,unknown,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.02.00-Ware.pdf
771,1953,1,provoked,Male,61,No,south australia,largs bay,1.0,-34.8266187,138.4935504,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.01.20-Lamerton.pdf
772,1953,1,unclear,Missing,unknown,No,tasmania,wynyard,1.0,-33.8659903,151.2058096,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.01.08-Wynyard.pdf
773,1953,0,unprovoked,Male,unknown,No,unknown,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.00.00.c-Agnew.pdf
774,1952,12,unprovoked,Male,unknown,No,victoria,"portsea beach, near melbourne",1.0,-37.8142176,144.9631608,http://sharkattackfile.net/spreadsheets/pdf_directory/1952.12.24-Bade.pdf
775,1952,12,unprovoked,Male,25,No,south australia,cape douglas,1.0,-38.0231747,140.5906436,http://sharkattackfile.net/spreadsheets/pdf_directory/1952.12.21-Holmes.pdf
776,1952,5,unprovoked,Male,unknown,No,western australia,boyup brook,1.0,-33.884175,116.51975149155834,http://sharkattackfile.net/spreadsheets/pdf_directory/1952.05.07.R-King.pdf
777,1952,4,unclear,Missing,unknown,No,south australia,streaky bay,4.0,-32.73812475,134.6157553886796,http://sharkattackfile.net/spreadsheets/pdf_directory/1952.04.06-AlfDean.pdf
778,1952,1,unprovoked,Male,unknown,No,new south wales,evans head,4.0,-29.1174093,153.4312097,http://sharkattackfile.net/spreadsheets/pdf_directory/1952.01.07-CharlesThomas.pdf
779,1951,12,provoked,Male,18,No,new south wales,north bondi,3.0,-33.882351,151.2768611,http://sharkattackfile.net/spreadsheets/pdf_directory/1951.12.16-Munn.pdf
780,1951,12,unprovoked,Male,21,Yes,new south wales,"merewether beach, newcastle",2.0,-32.949294300000005,151.7569150124108,http://sharkattackfile.net/spreadsheets/pdf_directory/1951.12.06-Okulich.pdf
781,1951,10,unprovoked,Male,42,Yes,queensland,"ocean baths, kissing point beach ",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1951.10.22-Kenealy.pdf
782,1951,9,unprovoked,Male,56,Yes,queensland,fitzroy river near rockhampton,1.0,-23.3764551,150.5124751,http://sharkattackfile.net/spreadsheets/pdf_directory/1951.09.02-Joske.pdf
783,1951,3,provoked,Male,23,No,new south wales,avalon,2.0,-33.6365039,151.3290299,http://sharkattackfile.net/spreadsheets/pdf_directory/1951.03.26-Davidson.pdf
784,1951,3,unprovoked,Male,unknown,No,new south wales,sydney,10.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1951.03.24-Fisherman.pdf
785,1951,2,unprovoked,Male,20,No,new south wales,"windang, near the entrance to lake illawarra",1.0,-33.3440586,151.4960171,http://sharkattackfile.net/spreadsheets/pdf_directory/1951.02.03-Pride.pdf
786,1951,2,unprovoked,Male,14,No,new south wales,bondi beach,2.0,-33.8906977,151.2724119,http://sharkattackfile.net/spreadsheets/pdf_directory/1951.02.01-Sheen.pdf
787,1951,1,unclear,Male,unknown,Missing,new south wales,hawkesbury river,3.0,-33.52604685,151.21518219333777,http://sharkattackfile.net/spreadsheets/pdf_directory/1951.01.03-HawkesburyRiver.pdf
788,1950,12,unprovoked,Male,19,No,queensland,kirra,1.0,-28.1676805,153.5295271,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.12.31-oar.pdf
789,1950,12,unprovoked,Missing,unknown,No,new south wales,jervis bay,3.0,-35.156509650000004,150.6820502987872,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.12.19.R-JervisBay.pdf
790,1950,12,unprovoked,Male,20,Yes,queensland,"palm beach north, 5 miles north of burleigh heads, brisbane",1.0,-27.4689682,153.0234991,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.12.16-Quinlan.pdf
791,1950,11,provoked,Male,17,No,northern territory,goulburn island,1.0,-11.5945074,133.4549147,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.11.29-Irrwala.pdf
792,1950,11,unprovoked,Male,21,No,queensland,"burleigh heads, brisbane",1.0,-27.4689682,153.0234991,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.11.25-LeoVincentRyan.pdf
793,1950,11,unclear,Male,18,No,queensland,yeppoon,1.0,-23.1348035,150.7436625,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.11.12-canoe.pdf
794,1950,10,unprovoked,Male,25,No,queensland,"peterson's beach, sarina",1.0,-21.4257958,149.2198922,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.10.04-Sichter.pdf
795,1950,7,unclear,Missing,unknown,No,south australia,streaky bay,4.0,-32.73812475,134.6157553886796,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.07.27.R-Horsell-boat.pdf
796,1950,4,unprovoked,Male,50,Yes,queensland,cooper's point,1.0,-34.9075048,138.5689234221782,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.04.09-McDonald.pdf
797,1950,3,unclear,Male,unknown,Missing,western australia,"city beach, perth",2.0,-31.9526438,115.8587898,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.03.01-Szott.pdf
798,1950,2,unprovoked,Male,unknown,No,western australia,"cottesloe, perth",2.0,-31.9921125,115.7632414,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.02.18.R-Perth.pdf
799,1950,1,unprovoked,Male,unknown,No,victoria,south werribee beach,1.0,-37.9740012,144.6925079,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.01.12.R-Martin.pdf
800,1950,0,unclear,Male,unknown,No,tasmania,triabunna,2.0,-42.504035,147.9139308,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.m-Drake-dinghy.pdf
801,1949,12,unprovoked,Male,35,No,victoria,seaholme,1.0,-37.8677992,144.8410816,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.12.00.a-Miller.pdf
802,1949,11,unprovoked,Male,36,No,new south wales,"kurnell, botany bay ",1.0,-33.9487089,151.2051451,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.11.20-Brown.pdf
803,1949,11,unclear,Male,unknown,Missing,victoria,port phillip bay,4.0,-38.104171699999995,144.7799572472116,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.11.12-Smith.pdf
804,1949,8,unprovoked,Male,21,No,queensland,yorkeys knob beach near cairns,2.0,-16.9206657,145.7721854,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.08.28.b-Ware.pdf
805,1949,8,unprovoked,Male,34,Yes,queensland,yorkeys knob beach near cairns,2.0,-16.9206657,145.7721854,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.08.28.a-Howard.pdf
806,1949,8,unprovoked,Male,18,No,tasmania,flinders island,2.0,-39.9967743,148.08943695264355,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.08.16-Kay.pdf
807,1949,5,unprovoked,Female,22,No,western australia,broome,3.0,-17.9566909,122.2240181,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.05.16-Passaris.pdf
808,1949,5,provoked,Male,26,No,new south wales,nelson's bay,1.0,-32.715,151.7177778,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.05.13-Hampton.pdf
809,1949,4,provoked,Male,unknown,No,queensland,"nerang river, southpot",1.0,-27.9896566,153.3365942,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.04.18-Lockie-Smith.pdf
810,1949,4,unprovoked,Male,13,Yes,queensland,"ellis beach, 20 miles from cairns",2.0,-16.9206657,145.7721854,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.04.17-Maguire.pdf
811,1949,3,unclear,Missing,unknown,Missing,south australia,18 miles south of port augusta,1.0,-32.5082936,137.7754583,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.03.00-boat-PortAugusta.pdf
812,1949,1,unprovoked,Male,20,Yes,new south wales,"bar beach, newcastle ",1.0,-32.938888,151.7683089,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.01.23-Land.pdf
813,1949,1,unclear,Male,32,Missing,new south wales,off north bondi,1.0,-33.882351,151.2768611,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.01.14-Wilson.pdf
814,1949,1,unprovoked,Male,unknown,No,new south wales,"mona vale, near sydney",2.0,-33.6769931,151.3029577,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.01.13-DonDixon.pdf
815,1949,1,unclear,Missing,unknown,Missing,western australia,"leighton beach, north fremantle",1.0,-32.024066250000004,115.75071897887007,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.01.05-hand.pdf
816,1948,12,unprovoked,Male,17,Yes,western australia,lancelin island,1.0,-31.006336949999998,115.31650911324236,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.12.27-Strahan.pdf
817,1948,12,unprovoked,Male,28,Yes,queensland,"kings beach, caloundra",1.0,-26.80463215,153.1408585072595,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.12.26-Keys.pdf
818,1948,12,unprovoked,Male,unknown,No,queensland,rib reef off townsville,1.0,-19.2569391,146.8239537,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.12.10-Vegsund.pdf
819,1948,11,unprovoked,Male,41,No,queensland,"saibai island, 80 miles north of cape york",1.0,-31.918944,116.76860612345283,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.11.18-MetuelaMau.pdf
820,1948,2,unprovoked,Male,16,Yes,new south wales,"stockton beach, newcastle",4.0,-32.844154849999995,151.86571447066012,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.02.12-Johnson.pdf
821,1948,1,unprovoked,Male,unknown,No,new south wales,"mona vale, near sydney",2.0,-33.6769931,151.3029577,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.01.25-Button.pdf
822,1947,12,unprovoked,Male,9,No,new south wales,"watson taylor's lake, 25 miles south of port macquarie",1.0,-31.4299499,152.9103525,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.12.21-Ireland.pdf
823,1947,11,unclear,Missing,unknown,No,south australia,3 miles out to sea off glenelg,1.0,-26.6597181,150.1855617,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.23-dinghy.pdf
824,1947,11,unprovoked,Male,17,No,new south wales,"knobby's beach, newcastle",2.0,-32.9192953,151.7795348,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.14.b-Curruthers.pdf
825,1947,11,unprovoked,Male,16,No,new south wales,"knobby's beach, newcastle",2.0,-32.9192953,151.7795348,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.14.a-Martini.pdf
826,1947,11,unprovoked,Male,12,Yes,new south wales,"maria river, port macquarie, 12 miles from river mouth",2.0,-31.4299499,152.9103525,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.08.b-EdwinElford.pdf
827,1947,11,unprovoked,Male,13,No,new south wales,"maria river, port macquarie, 12 miles from river mouth",2.0,-31.4299499,152.9103525,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.08.a-RupertElford.pdf
828,1947,11,unprovoked,Male,78,Yes,queensland,moreton bay,8.0,-27.2397819,153.2539994,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.00-Smith.pdf
829,1947,10,unprovoked,Male,unknown,No,northern territory,"mornington island, gulf of carpentaria",2.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.10.28-Dan.pdf
830,1947,7,unprovoked,Male,unknown,No,northern territory,darwin harbour,2.0,-12.4301775,130.79131989045456,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.07.24.R-Festing.pdf
831,1947,6,unclear,Missing,unknown,No,new south wales,coogee,6.0,-33.9217004,151.2557975,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.06.16-fishermen-Coogee.pdf
832,1947,4,unprovoked,Male,17,No,new south wales,palm beach,3.0,-33.6005473,151.3231536,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.04.06-Watt.pdf
833,1947,2,unclear,Missing,unknown,No,queensland,palm beach,3.0,-33.6005473,151.3231536,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.02.23-boat-PalmBeach.pdf
834,1947,1,unclear,Missing,17,No,new south wales,"berry's bay, sydney harbour",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.01.14-rowboat.pdf
835,1946,12,unprovoked,Male,23,No,south australia,glenelg,3.0,-34.9803673,138.5143342,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.12.28-Streng.pdf
836,1946,12,unclear,Missing,unknown,No,queensland,"auckland creek, gladstone",1.0,-23.8621041,151.233363,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.12.24.R-Lone-launch.pdf
837,1946,11,unprovoked,Male,30,Yes,queensland,40 miles off thursday island,1.0,-10.578645850000001,142.21892059042744,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.11.20-EsronaJohnson.pdf
838,1946,10,unprovoked,Male,15,No,new south wales,"marks point, swan bay, lake macquarie",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.10.14-Blackmore.pdf
839,1946,8,unprovoked,Male,30,Yes,queensland,"ellis beach, 20 miles from cairns",2.0,-16.9206657,145.7721854,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.08.18-Collin.pdf
840,1946,4,unprovoked,Male,17,Yes,queensland,"trinity beach, cairns",2.0,-16.7924771,145.6949167,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.04.19-McAuliffe.pdf
841,1946,4,unclear,Missing,unknown,No,south australia,port newby,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.04.00-boat-Nardelli.pdf
842,1946,3,unclear,Male,28,No,south australia,grange,1.0,-34.8991361,138.498079,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.03.20-Leverenz.pdf
843,1946,2,unprovoked,Male,18,No,western australia,"city beach, perth",2.0,-31.9526438,115.8587898,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.10.b-Sunderland.pdf
844,1946,1,unprovoked,Male,12,No,queensland,townsville,6.0,-19.2569391,146.8239537,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.17-Vaughan.pdf
845,1946,1,unprovoked,Female,14,Yes,new south wales,"oatley bay near como, georges river",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.05-Tegel.pdf
846,1945,6,unprovoked,Male,unknown,Yes,queensland,"trinity beach, cairns",2.0,-16.7924771,145.6949167,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.06.15-McHugh.pdf
847,1944,11,unclear,Male,unknown,Missing,queensland,maroochydore beach,1.0,-26.65951775,153.1048356361493,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.11.01-AmericanSailor.pdf
848,1944,10,unclear,Missing,unknown,No,queensland,tewantin,1.0,-26.3920057,153.0391832,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.23.R-Tewantin-dinghy.pdf
849,1944,1,unclear,Male,unknown,No,western australia,"cottesloe, perth",2.0,-31.9921125,115.7632414,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.01.16-dinghy-Cottesloe.pdf
850,1944,1,unprovoked,Male,14,No,new south wales,"first beach, forster",1.0,-32.1820852,152.5131155,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.01.14-Weir.pdf
851,1943,6,unclear,Male,18,No,tasmania,triabunna,2.0,-42.504035,147.9139308,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.06.16-dinghy-Parker.pdf
852,1943,5,unprovoked,Male,unknown,Yes,queensland,off brisbane,1.0,-27.4966392,153.0334334,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.05.14-Centaur.pdf
853,1942,12,unprovoked,Female,15,Yes,new south wales,"bantry bay, near ironstone point, middle harbor, sydney",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.12.26-Burch.pdf
854,1942,9,unprovoked,Male,24,No,queensland,"trinity beach, 17 km northwast of cairns",1.0,-16.9206657,145.7721854,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.09.12.a-Wearne.pdf
855,1942,5,unprovoked,Male,unknown,No,queensland,"great barrier reef, off cairns",1.0,-16.9206657,145.7721854,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.05.09-Johnson.pdf
856,1942,3,unclear,Male,18,Missing,new south wales,georges river,1.0,-34.0392423,150.8946067,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.03.04-Bishop.pdf
857,1942,1,unclear,Missing,unknown,No,new south wales,fairy bower,1.0,-23.4062641,150.4693435,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.01.18-Surf-ski.pdf
858,1942,1,unprovoked,Female,28,Yes,new south wales,"egg rock, middle harbor, sydney",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.01.04-Steadman.pdf
859,1942,1,provoked,Male,unknown,No,new south wales,"fairy bower, near north steyne",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.01.00-Surfski.pdf
860,1942,0,unclear,Male,unknown,No,tasmania,off big friar island,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.00.00.j-StormBay.pdf
861,1941,12,unprovoked,Male,10,No,western australia,carnarvon,1.0,-24.46627685,114.17114969316594,http://sharkattackfile.net/spreadsheets/pdf_directory/1941.12.03-Graham.pdf
862,1941,11,unprovoked,Male,unknown,No,western australia,shark bay,2.0,-26.32617975,114.31791770525459,http://sharkattackfile.net/spreadsheets/pdf_directory/1941.11.19-Kormoran.pdf
863,1941,8,unclear,Male,unknown,Missing,new south wales,parramata river,2.0,-33.80913395,151.00441999541306,http://sharkattackfile.net/spreadsheets/pdf_directory/1941.08.05-Dickerson.pdf
864,1941,2,provoked,Male,34,No,new south wales,wollongong,6.0,-34.4243941,150.89385,http://sharkattackfile.net/spreadsheets/pdf_directory/1941.02.13-See.pdf
865,1940,12,unprovoked,Male,23,Yes,new south wales,"stockton beach, newcastle",4.0,-32.844154849999995,151.86571447066012,http://sharkattackfile.net/spreadsheets/pdf_directory/1940.12.28-Hammond.pdf
866,1940,12,unprovoked,Male,unknown,No,queensland,double island beach,1.0,-35.005361,116.5127384,http://sharkattackfile.net/spreadsheets/pdf_directory/1940.12.19.R-JackRyan.pdf
867,1940,12,provoked,Male,unknown,No,northern territory,darwin,5.0,-12.46044,130.8410469,http://sharkattackfile.net/spreadsheets/pdf_directory/1940.12.10-Garten.pdf
868,1940,3,unprovoked,Male,unknown,No,new south wales,gerringong,1.0,-34.7461982,150.8278546,http://sharkattackfile.net/spreadsheets/pdf_directory/1940.03.20-Walker.pdf
869,1940,2,unclear,Missing,unknown,No,new south wales,sydney harbour,2.0,-33.85591,151.25023,http://sharkattackfile.net/spreadsheets/pdf_directory/1940.02.20-canoe-Sydney.pdf
