,year,month,type,sex,age,fatal,area,location,sum,latitude,longitude,link
619,1965,1,unprovoked,Male,unknown,No,victoria,"east of station pier, port melbourne",1.0,-37.845203299999994,144.93091536972696,http://sharkattackfile.net/spreadsheets/pdf_directory/1965.01.10-Wootton.pdf
620,1964,12,unclear,Missing,unknown,No,new south wales,port jervis,1.0,-35.0566862,150.6302565,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.12.10.a-NV-Boat-Peckham-Wells.pdf
621,1964,11,unprovoked,Male,25,No,victoria,lady julia percy island,1.0,-38.41874025,142.00169080467163,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.11.29-Bource.pdf
622,1964,11,unprovoked,Male,29,Yes,queensland,"fingal beach, near tweed heads",1.0,-28.181708,153.5469621,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.11.18-Prior.pdf
623,1964,11,provoked,Male,25,No,new south wales,"north solitary island, 8 miles from wolli",1.0,-26.6597181,150.1855617,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.11.13-Harding.pdf
624,1964,10,unprovoked,Male,19,No,western australia,"avalon beach, near mandurah, 50 miles south of perth",1.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.10.04-Henderson.pdf
625,1964,3,unprovoked,Male,19,No,south australia,surfers paradise beach near victor harbour,1.0,-27.9989899,153.42398,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.03.28.b-Spry.pdf
626,1964,2,unclear,Male,23,Missing,queensland,brisbane,6.0,-27.4689682,153.0234991,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.02.02-NV-Buckley.pdf
627,1964,1,unprovoked,Male,unknown,No,western australia,hamelin bay,2.0,-34.2202758,115.0313474,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.01.18-Hastie.pdf
628,1964,1,unprovoked,Missing,unknown,Missing,western australia,metro coast,1.0,-33.2700492,151.44270810037244,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.01.01.b-NV-Edwards.pdf
629,1963,12,unprovoked,Male,unknown,No,queensland,"figtree ledge, hervey bay",1.0,-25.2985784,152.8535216,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.26.a-Warry.pdf
630,1963,12,provoked,Male,unknown,No,new south wales,"woolgoolga, coffs harbour",1.0,-30.1108288,153.2000074,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.21-Cook.pdf
631,1963,12,unprovoked,Male,23,No,south australia,55 miles south of adelaide,1.0,-34.8564573,138.5215141,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.12.08-Fox.pdf
632,1963,11,provoked,Male,unknown,No,queensland,mermaid beach,1.0,-28.0447106,153.4373204,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.11.14-Nora.pdf
633,1963,9,provoked,Male,18,No,new south wales,wanda beach,1.0,-34.04244975,151.16314835349715,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.09.13-Barron.pdf
634,1963,4,provoked,Male,unknown,No,new south wales,clarence head,1.0,-29.4319527,153.3653836,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.04.22-NV-Sonter.pdf
635,1963,4,unprovoked,Male,25,No,western australia,yallingup,1.0,-33.6395258,115.0259595,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.04.13-Audas.pdf
636,1963,2,unprovoked,Male,18,No,new south wales,wombarra beach near austinmeer,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.02.24-Dunn.pdf
637,1963,1,unprovoked,Female,32,Yes,new south wales,"sugarloaf bay, middle harbour, sydney",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.28-Hathaway.pdf
638,1963,1,unclear,Male,25,Missing,new south wales,evans head,4.0,-29.1174093,153.4312097,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.26-Wilmot.pdf
639,1963,1,provoked,Missing,unknown,No,south australia,off franklin island between streaky bay & ceduna,1.0,-32.1483706,134.09672159341682,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.04-AlfDean.pdf
640,1962,12,unprovoked,Male,16,Yes,south australia,carrickalinga head,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.12.09-Corner.pdf
641,1962,11,unprovoked,Male,26,No,new south wales,sydney,10.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.29-May.pdf
642,1962,11,unclear,Male,unknown,Missing,queensland,townsville,6.0,-19.2569391,146.8239537,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.25-Meikel.pdf
643,1962,11,unclear,Missing,unknown,No,new south wales,off kisma,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.10-Bullman-Campbell-boat.pdf
644,1962,10,unclear,Male,unknown,No,south australia,port phillip bay,4.0,-38.104171699999995,144.7799572472116,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.14-Wilson-boat.pdf
645,1962,6,unclear,Missing,unknown,No,western australia,emu point,1.0,-14.1705146,130.326799,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.07-StephensenBoat.pdf
646,1962,4,provoked,Missing,unknown,No,queensland,nobbys beach,1.0,-31.446369699999998,152.92949693997366,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.04.20-Sturdy.pdf
647,1962,3,unclear,Missing,unknown,No,new south wales,norah head,1.0,-33.2816667,151.5677778,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.03.25.a-KempBoat.pdf
648,1962,2,unprovoked,Male,unknown,No,queensland,between smiths rock & moreton island,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.15-Hansen.pdf
649,1962,2,unprovoked,Male,35,No,queensland,greenmount beach,2.0,-28.165847,153.5451851425658,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.04-Maloney.pdf
650,1962,1,provoked,Male,19,No,new south wales,cronulla,4.0,-34.0575259,151.1523851,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.21-Smith.pdf
651,1962,1,provoked,Missing,unknown,No,new south wales,"long reef, north manly",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.14.b-Gibbons-boat.pdf
652,1962,1,unprovoked,Male,19,No,new south wales,"lennox head, ballina",2.0,-28.7910334,153.5878047,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.14.a-Hiscocks.pdf
653,1962,1,unclear,Missing,unknown,No,south australia,marino,1.0,-35.0499168,138.5153326,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.11.c-Laundy.pdf
654,1962,1,unclear,Missing,unknown,No,south australia,ceduna,2.0,-32.1483706,134.09672159341682,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.10.R-AlfDean-cutter.pdf
655,1962,1,unclear,Male,25,Missing,new south wales,lake illawarra,1.0,-34.52250215,150.84046599133683,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.08-McLeod.pdf
656,1962,1,provoked,Missing,unknown,No,queensland,dicky beach,1.0,-26.7803121,153.1371567,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.07.b-DickyBeach.pdf
657,1962,1,unprovoked,Missing,unknown,No,new south wales,sydney,10.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.07.a-Frost.pdf
658,1962,1,provoked,Missing,unknown,No,new south wales,"seaspray, near sale",1.0,-38.1050358,147.0647902,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.02-NV-Surf-Patrol-boat.pdf
659,1962,0,unprovoked,Male,unknown,No,south australia,dangerous reef,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.00.00.a-Argyll.pdf
660,1961,12,unprovoked,Female,18,Yes,queensland,"lambert's beach, mackay",1.0,-21.0748198,149.22829503325443,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.28.c-Hobbs.pdf
661,1961,12,unprovoked,Male,24,No,queensland,"lamberts beach, mackay",1.0,-21.0748198,149.22829503325443,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.28.b-Steffens.pdf
662,1961,12,provoked,Male,23,No,western australia,"north of main swimming area in waterman's bay beach, perth",1.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.27-Parker.pdf
663,1961,12,unclear,Missing,unknown,No,south australia,cowell,1.0,-33.6841515,136.9236987,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.19-NV-boat-Stocker.pdf
664,1961,12,unprovoked,Male,22,Yes,queensland,noosa heads,1.0,-26.3970775,153.0897466,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.18.a-Andrews.pdf
665,1961,12,unprovoked,Male,17,No,queensland,"horn island, near thursday island",1.0,-10.578645850000001,142.21892059042744,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.13-Stevens.pdf
666,1961,9,unclear,Missing,unknown,Missing,western australia,broome,3.0,-17.9566909,122.2240181,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.09.06-Sailor.pdf
667,1961,7,provoked,Missing,unknown,No,queensland,cape moreton,1.0,-27.0294705,153.46574,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.07.07.b-boat-Fulham.pdf
668,1961,5,provoked,Male,unknown,No,western australia,"quinns rocks, south of yanchep",1.0,-31.549942,115.6256848,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.05.07-Arbuckle.pdf
669,1961,4,provoked,Male,unknown,No,new south wales,"trial bay, north of kempsey",1.0,-30.8797978,153.0721706,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.04.25-Davy-Pierpoint.pdf
670,1961,4,provoked,Male,21,No,new south wales,otford,1.0,-34.2107072,151.0058352,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.04.16.a-Spooner.pdf
671,1961,4,unprovoked,Male,40,No,new south wales,10 miles off nambucca heads  onboard trawler,1.0,-30.6449458,152.9924524,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.04.14-Davis.pdf
672,1961,4,unprovoked,Male,24,No,victoria,flinders island,2.0,-39.9967743,148.08943695264355,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.04.03-Prosch.pdf
673,1961,4,provoked,Male,unknown,No,western australia,rottnest island,4.0,-32.006974,115.5041886,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.04.00-Greaves.pdf
674,1961,3,unprovoked,Male,24,No,south australia,glenelg breakwater,1.0,-32.7219495,152.1117516,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.03.30-Buttery.pdf
675,1961,3,unprovoked,Male,24,No,victoria,lady beach at warrnambool,1.0,-38.3826241,142.4814191,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.03.18-Smith.pdf
676,1961,3,provoked,Female,unknown,No,western australia,shark bay,2.0,-26.32617975,114.31791770525459,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.03.14-O'Neill.pdf
677,1961,3,unprovoked,Male,21,No,south australia,aldinga beach,1.0,-35.279293,138.4604028,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.03.12-Rodger.pdf
678,1961,2,unprovoked,Female,unknown,No,victoria,mount martha beach,1.0,-38.2754676,145.0307737,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.02.17.a-Fox.pdf
679,1961,2,unprovoked,Male,unknown,No,western australia,carnac island,1.0,-32.121607,115.66253476078504,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.02.01.a-McWhinney.pdf
680,1961,1,provoked,Male,27,No,new south wales,cook island,1.0,-28.19538185,153.57779042509856,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.01.15-Webb.pdf
681,1961,1,provoked,Male,unknown,No,northern territory,"stokes hill wharf, darwin",1.0,-12.470211299999999,130.84962034717023,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.01.06.a-Hopkins.pdf
682,1961,1,unclear,Missing,unknown,No,tasmania,off tasman island,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.01.02.R-SoutherlyBuster.pdf
683,1961,0,unclear,Missing,unknown,No,new south wales,south coast,2.0,-27.9802365,153.30960401519883,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.00.00.e-Mackerel-fishing.pdf
684,1960,12,unprovoked,Female,27,No,new south wales,"bondi beach, sydney",2.0,-33.8906977,151.2724119,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.12.27.a -Despo Snow-Christensen.pdf
685,1960,12,unprovoked,Male,33,No,queensland,"colleges crossing, 54 miles above mouth of the brisbane river",1.0,-27.4689682,153.0234991,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.12.20-McDougall.pdf
686,1960,12,unprovoked,Male,unknown,No,queensland,"colledge's crossing, brisbane river",1.0,-27.4689682,153.0234991,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.12.01-BrisbaneRiver.pdf
687,1960,11,unprovoked,Male,41,No,queensland,"blacks beach, 9 miles north of mackay",1.0,-21.141956,149.1865149,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.27-Bicknell.pdf
688,1960,11,provoked,Male,17,No,queensland,"scotts point, redcliffe peninsula",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.11-O'Connell.pdf
689,1960,11,unprovoked,Male,24,No,western australia,hamelin bay,2.0,-34.2202758,115.0313474,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.11.06-Morrissey.pdf
690,1960,10,unclear,Male,24,Missing,new south wales,north head,1.0,-14.81887,134.42627,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.10.02-NV-Hooper.pdf
691,1960,9,unclear,Missing,unknown,No,western australia,frenchman bay,1.0,-35.09417,117.9478,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.09.18-Dinghy.pdf
692,1960,4,provoked,Male,unknown,No,western australia,rottnest island,4.0,-32.006974,115.5041886,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.22-Nelson.pdf
693,1960,4,unprovoked,Male,17,No,new south wales,"horseshoe bay, near kempsey",1.0,-31.0798092,152.842289,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.12-Chandler.pdf
694,1960,4,provoked,Male,unknown,No,western australia,off rottnest island,2.0,-32.0069345,115.52076766295937,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.10-Coleman.pdf
695,1960,4,unprovoked,Male,unknown,No,victoria,"canadian bay near mount eliza, 30 miles from melbourne",1.0,-37.8142176,144.9631608,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.03.b-Black.pdf
696,1960,4,unprovoked,Male,unknown,No,new south wales,off broughton island near port stephens,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.03.a-Morris.pdf
697,1960,4,provoked,Missing,unknown,No,south australia,hog bay,1.0,-35.718676,137.9439001,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.01-WhitrowLaunch.pdf
698,1960,2,unprovoked,Male,31,No,tasmania,ralph bay,1.0,-33.8714291,151.2004539,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.29-Robertson-Hasler.pdf
699,1960,2,provoked,Missing,unknown,No,new south wales,near bondi beach,1.0,-33.8956131,151.2729215,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.10-Bondi-Tiger.pdf
700,1960,2,provoked,Male,20,No,new south wales,wattamolla national park,1.0,-34.1377093,151.1147646,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.07-Gillies.pdf
701,1960,1,unclear,Missing,unknown,No,south australia,millicent,1.0,-37.5949379,140.3526512,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.21 - Smith dinghy.pdf
702,1960,1,unprovoked,Male,13,Yes,new south wales,"just below roseville bridge, opposite killarney picnic reserve, middle harbor, sydney",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.16-Murray.pdf
703,1960,1,provoked,Male,unknown,No,western australia,geraldton,4.0,-28.77035,114.6147159,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.13-Christmas.pdf
704,1960,1,unclear,Missing,unknown,No,tasmania,eaglehawk neck,1.0,-43.0171208,147.9254449,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.07-Lonergan.pdf
705,1959,12,unclear,Missing,unknown,No,queensland,scotts point beach ,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.29-Burgess-Dyer.pdf
706,1959,12,unclear,Missing,unknown,No,new south wales,"leichardt, sydney",1.0,-33.8735959,151.1821609,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.28-NV-Deegan-dinghy.pdf
707,1959,12,unprovoked,Male,29,Yes,queensland,"off wynnum in moreton bay, near brisbane",1.0,-27.4689682,153.0234991,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.19.b-Mullens.pdf
708,1959,12,provoked,Male,unknown,No,victoria,"altona, melbourne",1.0,-37.86715875,144.82949742472704,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.11-Smith-Walker.pdf
709,1959,12,unclear,Male,unknown,Missing,south australia,laura bay,1.0,-32.2327612,133.8203314560278,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.07-LauraBay.pdf
710,1959,11,unprovoked,Male,19,No,victoria,"fairhaven beach, lorne",1.0,-38.5411691,143.9748166,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.29-Holland.pdf
711,1959,11,unprovoked,Male,17,No,queensland,"north burleigh, near brisbane",1.0,-27.4689682,153.0234991,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.28-Beaver.pdf
712,1959,11,unprovoked,Male,19,No,queensland,"surfer's paradise, northcliffe",1.0,-28.0079624,153.431258,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.22-Sachse.pdf
713,1959,11,provoked,Missing,unknown,No,south australia,near port vincent,1.0,-34.7780555,137.8616512,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.12.R-Whitrow-yacht.pdf
714,1959,11,provoked,Male,unknown,No,western australia, perth,1.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.09-Marks.pdf
715,1959,8,unclear,Male,unknown,Missing,tasmania,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.30-Cox.pdf
716,1959,4,unclear,Male,22,Missing,new south wales,maroubra bay,2.0,-33.9497989,151.2620583,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.04.27-Holland.pdf
717,1959,4,unprovoked,Male,43,No,queensland,"coconut island , 100 miles east of thursday island",1.0,-10.578645850000001,142.21892059042744,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.04.11-Pearson.pdf
718,1959,4,unprovoked,Male,unknown,No,new south wales,thirroul,1.0,-34.3164691,150.918932,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.04.05-McAuley.pdf
719,1959,2,unclear,Male,unknown,No,victoria,port phillip bay,4.0,-38.104171699999995,144.7799572472116,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.02.28-boat-Crew-Thatcher.pdf
720,1959,1,unprovoked,Male,20,No,western australia,south perth,1.0,-31.997404250000002,115.8725372894501,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.31-Rudd.pdf
721,1959,1,unprovoked,Male,16,No,tasmania,"whale bay, king island, bass strait",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.25-Grave.pdf
722,1959,1,unprovoked,Male,22,Yes,tasmania,safety cove,1.0,-43.1789143,147.860731,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.17.b-Derry.pdf
723,1959,1,unprovoked,Male,17,No,queensland,alexandra headland near mooloolaba,1.0,-37.192428,145.710775,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.17.a-Neil.pdf
724,1959,1,unprovoked,Male,unknown,No,tasmania,badger head,1.0,-41.0947916,146.6483767,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.00-BadgerHead.pdf
725,1958,11,unprovoked,Male,21,Yes,queensland,surfer's paradise,2.0,-27.9989899,153.42398,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.11.23-Spronk.pdf
726,1958,6,unclear,Female,unknown,Missing,queensland,green island,3.0,-43.1974115,147.29057313323517,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.15-Swimmers.pdf
727,1958,2,unclear,Male,21,Missing,new south wales,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.02.19-Blair.pdf
728,1958,1,unprovoked,Male,17,No,new south wales,5 miles south of sussex inlet at mouth of berara lake,1.0,-35.164528,150.601016,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.01.27-Kerwand.pdf
729,1958,1,unprovoked,Male,14,No,new south wales,brunswick heads,3.0,-28.538885,153.5483811,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.01.19-Henderson.pdf
730,1957,12,unprovoked,Male,unknown,No,south australia,"port hughes, 100 miles from adelaide in spencer gulf",1.0,-34.9281805,138.5999312,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.31-Evans.pdf
731,1957,11,unclear,Missing,unknown,No,new south wales,off scotts,1.0,-35.2695757,149.1816229,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.11.04.R-Fishing-launch.pdf
732,1957,7,unprovoked,Male,36,No,queensland,near thursday island,9.0,-10.5844089,142.2192935,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.07.09-Kris.pdf
733,1957,5,unprovoked,Male,28,No,new south wales,"tea gardens, north of newcastle",1.0,-32.9179832,151.6519778,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.05.11-Higgins.pdf
734,1957,4,unprovoked,Male,15,No,new south wales,"merewether beach, newcastle",2.0,-32.949294300000005,151.7569150124108,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.04.23-Wilson.pdf
735,1957,4,unprovoked,Male,22,No,queensland,"thursday island harbour, queensland",1.0,-10.578645850000001,142.21892059042744,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.04.13-Nomoa.pdf
736,1957,2,unprovoked,Male,unknown,Missing,western australia,cape levêque,1.0,-16.3889439,122.9253298,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.02.02-JapaneseDiver.pdf
737,1956,8,provoked,Male,unknown,No,queensland,near southport,1.0,-27.965842,153.408099,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.15.b-Davis.pdf
738,1956,6,unprovoked,Male,unknown,No,queensland,"fishman's island (near port moresby, png) ",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.06.28-Kila.pdf
739,1956,5,unprovoked,Missing,unknown,No,queensland,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.05.00-diver.pdf
740,1956,3,unprovoked,Male,13,No,new south wales,"cronulla, near sydney",1.0,-34.0575259,151.1523851,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.11-Nolan.pdf
741,1956,3,unprovoked,Male,26,Yes,victoria,"portsea beach, near entrance to port phillip bay",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.04-Wishart.pdf
742,1956,3,unprovoked,Male,21,No,western australia,fremantle,3.0,-32.0558714,115.7461693,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.00.b-Brown.pdf
743,1956,2,unprovoked,Male,15,Yes,queensland,pioneer river near mackay,1.0,-21.141956,149.1865149,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.02.26-Antonini.pdf
744,1956,2,unprovoked,Male,8,No,victoria,cowes,1.0,-38.470971,145.23889820817348,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.02.10.R-Hamilton.pdf
745,1956,1,unprovoked,Male,18,No,queensland,palm island,3.0,-18.726486,146.6057856762452,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.01.16.R-Conedo.pdf
746,1956,1,unprovoked,Male,25,No,new south wales,north bondi,3.0,-33.882351,151.2768611,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.01.05-Howell.pdf
747,1955,12,unclear,Missing,unknown,No,tasmania,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.12.31.R-Even.pdf
748,1955,10,provoked,Male,28,No,queensland,"tully, north queensland",1.0,-17.9329498,145.9272624,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.10.16-Cross.pdf
749,1955,8,unclear,Missing,unknown,No,south australia,port augusta,1.0,-32.4908819,137.7639874,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.00.a-Whelan.pdf
750,1955,3,unprovoked,Male,22,Yes,new south wales,wamberal,1.0,-33.431813,151.4427676,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.03.09-Langford.pdf
751,1955,3,provoked,Male,25,No,western australia,woodmans point,1.0,-41.2024528,146.8162078,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.03.00.a-Brown.pdf
752,1955,2,unprovoked,Male,25,Yes,new south wales,"sugarloaf bay, middle harbor, sydney",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.05-Rautenberg.pdf
753,1955,2,unclear,Missing,unknown,No,new south wales,parramatta river,4.0,-33.8215352,151.0860852,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.01-Racing-scull.pdf
754,1955,2,unclear,Missing,unknown,No,new south wales,coffs harbor,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.00-Richards-Irwin.pdf
755,1955,1,unprovoked,Male,13,Yes,new south wales,"wyargine point, edwards beach, balmoral beach, sydney",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.01.17-Willis.pdf
756,1954,12,unprovoked,Male,23,Yes,victoria,point lonsdale,2.0,-38.2725073,144.6136725,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.12.11-Burns.pdf
757,1954,9,unprovoked,Male,35,Yes,queensland,"darnley island, torres strait",1.0,-9.585110199999999,143.76975212982734,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.09.04-Kapua-Gutchen.pdf
758,1954,6,unprovoked,Male,30,No,queensland,fitzroy island,1.0,-16.932898799999997,145.994169670281,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.06.27-Aken.pdf
759,1954,2,unprovoked,Male,23,Yes,new south wales,"the entrance, near gosford",1.0,-33.3440586,151.4960171,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.02.27-Fabrizius.pdf
760,1954,1,unprovoked,Male,unknown,No,new south wales,avoca beach,4.0,-33.465,151.4344444,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.01.30-Bourke.pdf
761,1954,1,unprovoked,Male,30,No,queensland,naghir island,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.01.22.b-Mills.pdf
762,1953,12,unprovoked,Male,16,No,queensland,palm beach,3.0,-33.6005473,151.3231536,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.12.13-Tapp.pdf
763,1953,12,unprovoked,Male,unknown,No,new south wales,maroubra beach,3.0,-33.9496372,151.2567007457838,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.12.00-Haynes.pdf
764,1953,10,provoked,Male,unknown,No,new south wales,"boat harbour, north of cronulla",1.0,-32.7868152,152.1088654,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.10.00-Kosky.pdf
765,1953,6,provoked,Male,unknown,No,queensland,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1953.06.00-Durbridge.pdf
